geolocation_zip_code_prefix,geolocation_city,geolocation_state
45240,manoel vitorino,BA
45245,catingal,BA
45250,boa nova,BA
45255,mirante,BA
45260,pocoes,BA
45263,bom jesus da serra,BA
45265,caetanos,BA
45270,nova canaa,BA
45280,iguai,BA
45285,iguaibi,BA
45290,ibicui,BA
45300,amargosa,BA
45305,elisio medrado,BA
45310,ubaira,BA
45312,engenheiro franca,BA
45315,milagres,BA
45320,santa ines,BA
45325,brejoes,BA
45330,cravolândia,BA
45340,itaquara,BA
45345,jaguaquara,BA
45350,itirucu,BA
45355,apuarema,BA
45360,maracas,BA
45365,lajedo do tabocal,BA
45370,irajuba,BA
45375,planaltino,BA
45390,nova itarana,BA
45400,valenca,BA
45416,presidente tancredo neves,BA
45420,cairu,BA
45428,morro de sao paulo,BA
45430,taperoa,BA
45435,itubera,BA
45436,piraí do norte,BA
45440,nilo peçanha,BA
45443,igrapiuna,BA
45445,camamu,BA
45450,gandu,BA
45452,nova ibia,BA
45455,itamari,BA
45460,wenceslau guimaraes,BA
45465,teolândia,BA
45470,jiquiriçá,BA
45480,mutuipe,BA
45490,laje,BA
45500,ibirapitanga,BA
45520,marau,BA
45530,itacare,BA
45534,itacare,BA
45540,gongogi,BA
45545,ubaitaba,BA
45550,ubatã,BA
45560,barra do rocha,BA
45570,ipiau,BA
45580,ibirataia,BA
45585,itagiba,BA
45590,dario meira,BA
45600,itabuna,BA
45601,itabuna,BA
45602,itabuna,BA
45603,itabuna,BA
45604,itabuna,BA
45605,itabuna,BA
45606,itabuna,BA
45607,itabuna,BA
45608,itabuna,BA
45610,jussari,BA
45611,itabuna,BA
45613,itabuna,BA
45615,buerarema,BA
45620,são josé da vitória,BA
45622,jussari,BA
45625,barro preto,BA
45630,itajuipe,BA
45638,coaraci,BA
45640,almadina,BA
45645,itapitanga,BA
45650,ilheus,BA
45651,ilheus,BA
45652,ilheus,BA
45653,ilhéus,BA
45654,ilheus,BA
45655,ilheus,BA
45656,ilhéus,BA
45657,ilheus,BA
45658,ilheus,BA
45661,ilheus,BA
45662,ilheus,BA
45675,aurelino leal,BA
45680,urucuca,BA
45690,una,BA
45695,arataca,BA
45700,itapetinga,BA
45710,itororo,BA
45712,rio do meio,BA
45720,firmino alves,BA
45725,santa cruz da vitoria,BA
45730,itaju do colonia,BA
45740,floresta azul,BA
45745,ibicaraí,BA
45750,itape,BA
45760,macarani,BA
45770,maiquinique,BA
45780,itarantim,BA
45790,potiragua,BA
45800,belmonte,BA
45807,santa cruz cabralia,BA
45810,porto seguro,BA
45816,arraial d'ajuda,BA
45818,trancoso,BA
45820,eunapolis,BA
45821,eunapolis,BA
45822,eunapolis,BA
45823,eunapolis,BA
45824,eunapolis,BA
45825,eunapolis,BA
45826,eunápolis,BA
45828,eunapolis,BA
45829,eunapolis,BA
45830,eunapolis,BA
45834,jucurucu,BA
45836,itamaraju,BA
45840,guaratinga,BA
45848,itabela,BA
45850,itagimirim,BA
45855,itapebi,BA
45860,canavieiras,BA
45865,santa luzia,BA
45870,mascote,BA
45880,camacan,BA
45890,pau brasil,BA
45900,caravelas,BA
45910,alcobaca,BA
45920,nova vicosa,BA
45928,nova viçosa,BA
45930,mucuri,BA
45936,itabatan,BA
45940,ibirapua,BA
45950,lajedao,BA
45955,vereda,BA
45960,medeiros neto,BA
45968,itupeva,BA
45970,itanhém,BA
45972,ibirajá,BA
45975,batinga,BA
45980,prado,BA
45983,cumuruxatiba,BA
45985,teixeira de freitas,BA
45986,teixeira de freitas,BA
45987,teixeira de freitas,BA
45988,teixeira de freitas,BA
45989,teixeira de freitas,BA
45990,teixeira de freitas,BA
45991,teixeira de freitas,BA
45992,teixeira de freitas,BA
45993,teixeira de freitas,BA
45994,teixeira de freitas,BA
45995,teixeira de freitas,BA
45996,teixeira de freitas,BA
45997,teixeira de freitas,BA
45998,teixeira de freitas,BA
46100,brumado,BA
46103,itaquarai,BA
46110,malhada de pedras,BA
46130,aracatu,BA
46140,livramento de nossa senhora,BA
46165,dom basílio,BA
46170,rio de contas,BA
46180,erico cardoso,BA
46190,paramirim,BA
46200,condeuba,BA
46205,guajeru,BA
46220,rio do antonio,BA
46225,ibitira,BA
46250,presidente janio quadros,BA
46255,maetinga,BA
46270,piripa,BA
46280,cordeiros,BA
46290,mortugaba,BA
46300,cacule,BA
46310,jacaraci,BA
46315,irundiara,BA
46330,licinio de almeida,BA
46335,tauape,BA
46350,urandi,BA
46360,pindai,BA
46380,candiba,BA
46390,ibiassuce,BA
46400,caetité,BA
46410,maniacu,BA
46425,lagoa real,BA
46430,guanambi,BA
46438,iuiu,BA
46440,malhada,BA
46445,carinhanha,BA
46446,feira da mata,BA
46450,sebastiao laranjeiras,BA
46460,palmas de monte alto,BA
46470,riacho de santana,BA
46480,matina,BA
46490,igapora,BA
46500,macaubas,BA
46530,boquira,BA
46540,ibipitanga,BA
46550,rio do pires,BA
46560,ibiajara,BA
46570,botupora,BA
46575,caturama,BA
46580,tanque novo,BA
46600,tanhaçu,BA
46620,contendas do sincora,BA
46640,ituacu,BA
46650,barra da estiva,BA
46670,jussiape,BA
46690,abaira,BA
46700,ibitiara,BA
46730,novo horizonte,BA
46740,boninal,BA
46750,mucugê,BA
46760,ibicoara,BA
46765,piata,BA
46766,inubia,BA
46770,iramaia,BA
46780,marcionílio souza,BA
46790,itaete,BA
46800,ruy barbosa,BA
46805,macajuba,BA
46810,utinga,BA
46820,bonito,BA
46825,lajedinho,BA
46830,andarai,BA
46833,ubiraita,BA
46835,nova redencao,BA
46840,ibiquera,BA
46850,boa vista do tupim,BA
46860,iacu,BA
46865,joão amaro,BA
46875,itatim,BA
46880,itaberaba,BA
46900,seabra,BA
46930,palmeiras,BA
46960,lencois,BA
46970,wagner,BA
46980,iraquara,BA
46985,iraporanga,BA
46990,souto soares,BA
47100,barra,BA
47115,muquém de são francisco,BA
47120,buritirama,BA
47150,santa rita de cassia,BA
47160,mansidao,BA
47200,remanso,BA
47220,campo alegre de lourdes,BA
47240,pilao arcado,BA
47300,casa nova,BA
47310,santana do sobrado,BA
47350,sento se,BA
47400,xique-xique,BA
47440,itaguacu da bahia,BA
47450,gentio do ouro,BA
47500,paratinga,BA
47520,ibotirama,BA
47530,oliveira dos brejinhos,BA
47560,brotas de macaúbas,BA
47580,morpara,BA
47590,ipupiara,BA
47600,bom jesus da lapa,BA
47610,sitio do mato,BA
47630,serra do ramalho,BA
47640,santa maria da vitoria,BA
47650,correntina,BA
47655,jaborandi,BA
47665,sao felix do coribe,BA
47680,cocos,BA
47690,coribe,BA
47700,santana,BA
47730,canápolis,BA
47740,serra dourada,BA
47750,brejolandia,BA
47760,tabocas do brejo velho,BA
47800,barreiras,BA
47801,barreiras,BA
47802,barreiras,BA
47803,barreiras,BA
47804,barreiras,BA
47805,barreiras,BA
47806,barreiras,BA
47807,barreiras,BA
47808,barreiras,BA
47810,barreiras,BA
47813,barreiras,BA
47814,barreiras,BA
47820,sao desiderio,BA
47825,sítio grande,BA
47827,roda velha,BA
47830,baianopolis,BA
47845,catolândia,BA
47850,luis eduardo magalhaes,BA
47900,cotegipe,BA
47940,wanderley,BA
47950,cristopolis,BA
47960,angical,BA
47970,riachao das neves,BA
47990,formosa do rio preto,BA
48000,alagoinhas,BA
48005,alagoinhas,BA
48010,alagoinhas,BA
48011,alagoinhas,BA
48020,alagoinhas,BA
48030,alagoinhas,BA
48031,alagoinhas,BA
48040,alagoinhas,BA
48050,alagoinhas,BA
48051,alagoinhas,BA
48060,alagoinhas,BA
48070,alagoinhas,BA
48071,alagoinhas,BA
48080,alagoinhas,BA
48090,alagoinhas,BA
48103,boa uniao,BA
48108,aracas,BA
48110,catu,BA
48120,pojuca,BA
48130,aramari,BA
48140,pedrao,BA
48150,ouricangas,BA
48170,agua fria,BA
48180,entre rios,BA
48280,mata de sao joao,BA
48288,açu da torre,BA
48289,mata de sao joao,BA
48290,itanagra,BA
48300,conde,BA
48310,jandaira,BA
48330,rio real,BA
48350,apora,BA
48355,apora,BA
48360,acajutiba,BA
48370,esplanada,BA
48390,cardeal da silva,BA
48400,ribeira do pombal,BA
48405,banzaê,BA
48410,cicero dantas,BA
48413,sao joao da fortaleza,BA
48415,fatima,BA
48420,antas,BA
48430,paripiranga,BA
48435,adustina,BA
48440,ribeira do amparo,BA
48445,heliopolis,BA
48450,cipo,BA
48455,novo triunfo,BA
48460,nova soure,BA
48470,olindina,BA
48475,itapicuru,BA
48480,crisopolis,BA
48485,satiro dias,BA
48490,inhambupe,BA
48500,euclides da cunha,BA
48504,aribice,BA
48520,canudos,BA
48540,jeremoabo,BA
48565,sitio do quinto,BA
48570,santa brigida,BA
48580,pedro alexandre,BA
48590,coronel joao sa,BA
48601,paulo afonso,BA
48602,paulo afonso,BA
48603,paulo afonso,BA
48604,paulo afonso,BA
48605,paulo afonso,BA
48606,paulo afonso,BA
48607,paulo afonso,BA
48608,paulo afonso,BA
48609,paulo afonso,BA
48610,gloria,BA
48611,paulo afonso,BA
48620,gloria,BA
48630,rodelas,BA
48650,macururé,BA
48660,chorrocho,BA
48668,barra do tarrachil,BA
48680,abare,BA
48685,ibo,BA
48700,serrinha,BA
48705,barrocas,BA
48710,candeal,BA
48720,lamarao,BA
48725,ichu,BA
48730,conceição do coité,BA
48740,salgadalia,BA
48745,conceição do coité,BA
48750,retirolândia,BA
48760,araci,BA
48770,teofilandia,BA
48780,biritinga,BA
48790,tucano,BA
48793,tucano,BA
48800,monte santo,BA
48830,quijingue,BA
48832,algodões,BA
48840,cansancao,BA
48850,itiuba,BA
48860,queimadas,BA
48870,nordestina,BA
48880,santaluz,BA
48890,valente,BA
48895,sao domingos,BA
48900,juazeiro,BA
48901,juazeiro,BA
48902,juazeiro,BA
48903,juazeiro,BA
48904,juazeiro,BA
48905,juazeiro,BA
48906,juazeiro,BA
48907,juazeiro,BA
48908,juazeiro,BA
48909,juazeiro,BA
48913,juazeiro,BA
48914,juazeiro,BA
48916,juazeiro,BA
48922,carnaiba do sertao,BA
48925,sobradinho,BA
48930,curaçá,BA
48950,uauá,BA
48960,jaguarari,BA
48967,jaguarari,BA
48970,senhor do bonfim,BA
48990,andorinha,BA
49000,aracaju,SE
49001,aracaju,SE
49004,aracaju,SE
49005,aracaju,SE
49007,aracaju,SE
49008,aracaju,SE
49009,aracaju,SE
49010,aracaju,SE
49015,aracaju,SE
49020,aracaju,SE
49025,aracaju,SE
49026,aracaju,SE
49027,aracaju,SE
49030,aracaju,SE
49031,aracaju,SE
49032,aracaju,SE
49033,aracaju,SE
49035,aracaju,SE
49036,aracaju,SE
49037,aracaju,SE
49038,aracaju,SE
49040,aracaju,SE
49041,aracaju,SE
49042,aracaju,SE
49043,aracaju,SE
49044,aracaju,SE
49045,aracaju,SE
49046,aracaju,SE
49047,aracaju,SE
49048,aracaju,SE
49050,aracaju,SE
49051,aracaju,SE
49052,aracaju,SE
49055,aracaju,SE
49060,aracaju,SE
49063,aracaju,SE
49065,aracaju,SE
49066,aracaju,SE
49067,aracaju,SE
49070,aracaju,SE
49071,aracaju,SE
49072,aracaju,SE
49075,aracaju,SE
49080,aracaju,SE
49082,aracaju,SE
49085,aracaju,SE
49087,aracaju,SE
49088,aracaju,SE
49089,aracaju,SE
49090,aracaju,SE
49091,aracaju,SE
49092,aracaju,SE
49095,aracaju,SE
49096,aracaju,SE
49097,aracaju,SE
49100,sao cristovao,SE
49120,itaporanga d'ajuda,SE
49130,riachuelo,SE
49140,barra dos coqueiros,SE
49160,nossa senhora do socorro,SE
49170,laranjeiras,SE
49180,santo amaro das brotas,SE
49190,pirambu,SE
49200,estancia,SE
49220,araua,SE
49230,santa luzia do itanhy,SE
49250,indiaroba,SE
49260,umbauba,SE
49270,cristinapolis,SE
49280,tomar do geru,SE
49290,itabaianinha,SE
49300,tobias barreto,SE
49320,riachao do dantas,SE
49350,pedrinhas,SE
49360,boquim,SE
49390,salgado,SE
49400,lagarto,SE
49480,simao dias,SE
49490,poco verde,SE
49500,itabaiana,SE
49501,itabaiana,SE
49503,itabaiana,SE
49504,itabaiana,SE
49505,itabaiana,SE
49506,itabaiana,SE
49507,itabaiana,SE
49509,itabaiana,SE
49510,itabaiana,SE
49514,frei paulo,SE
49517,pinhao,SE
49520,campo do brito,SE
49525,sao domingos,SE
49530,ribeiropolis,SE
49535,sao miguel do aleixo,SE
49540,nossa senhora aparecida,SE
49550,carira,SE
49560,moita bonita,SE
49565,macambira,SE
49570,malhador,SE
49580,areia branca,SE
49600,nossa senhora das dores,SE
49630,siriri,SE
49640,santa rosa de lima,SE
49650,divina pastora,SE
49660,cumbe,SE
49670,feira nova,SE
49680,nossa senhora da gloria,SE
49690,monte alegre de sergipe,SE
49700,capela,SE
49740,carmopolis,SE
49750,general maynard,SE
49760,rosario do catete,SE
49770,maruim,SE
49780,muribeca,SE
49790,aquidabã,SE
49800,porto da folha,SE
49810,poco redondo,SE
49820,caninde de sao francisco,SE
49830,gararu,SE
49860,graccho cardoso,SE
49870,itabi,SE
49880,canhoba,SE
49890,nossa senhora de lourdes,SE
49900,propria,SE
49910,telha,SE
49920,amparo de sao francisco,SE
49930,cedro de sao joao,SE
49940,malhada dos bois,SE
49945,sao francisco,SE
49950,japoata,SE
49960,japaratuba,SE
49970,pacatuba,SE
49980,neopolis,SE
49985,santana do sao francisco,SE
49990,ilha das flores,SE
49995,brejo grande,SE
50010,recife,PE
50020,recife,PE
50030,recife,PE
50040,recife,PE
50050,recife,PE
50060,recife,PE
50070,recife,PE
50080,recife,PE
50090,recife,PE
50100,recife,PE
50110,recife,PE
50160,recife,PE
50610,recife,PE
50620,recife,PE
50630,recife,PE
50640,recife,PE
50650,recife,PE
50660,recife,PE
50670,recife,PE
50680,recife,PE
50690,recife,PE
50710,recife,PE
50711,recife,PE
50720,recife,PE
50721,recife,PE
50730,recife,PE
50731,recife,PE
50740,recife,PE
50741,recife,PE
50750,recife,PE
50751,recife,PE
50760,recife,PE
50761,recife,PE
50770,recife,PE
50771,recife,PE
50780,recife,PE
50781,recife,PE
50790,recife,PE
50791,recife,PE
50800,recife,PE
50810,recife,PE
50820,recife,PE
50830,recife,PE
50850,recife,PE
50860,recife,PE
50865,recife,PE
50870,recife,PE
50875,recife,PE
50900,recife,PE
50910,recife,PE
50920,recife,PE
50930,recife,PE
50940,recife,PE
50950,recife,PE
50960,recife,PE
50970,recife,PE
50980,recife,PE
51010,recife,PE
51011,recife,PE
51020,recife,PE
51021,recife,PE
51030,recife,PE
51110,recife,PE
51111,recife,PE
51130,recife,PE
51150,recife,PE
51160,recife,PE
51170,recife,PE
51180,recife,PE
51190,recife,PE
51200,recife,PE
51220,recife,PE
51230,recife,PE
51240,recife,PE
51250,recife,PE
51260,recife,PE
51270,recife,PE
51275,recife,PE
51280,recife,PE
51290,recife,PE
51300,recife,PE
51310,recife,PE
51320,recife,PE
51330,recife,PE
51335,recife,PE
51340,recife,PE
51345,recife,PE
51346,recife,PE
51350,recife,PE
52010,recife,PE
52011,recife,PE
52020,recife,PE
52021,recife,PE
52030,recife,PE
52031,recife,PE
52040,recife,PE
52041,recife,PE
52050,recife,PE
52051,recife,PE
52060,recife,PE
52061,recife,PE
52070,recife,PE
52071,recife,PE
52080,recife,PE
52081,recife,PE
52090,recife,PE
52091,recife,PE
52110,recife,PE
52111,recife,PE
52120,recife,PE
52121,recife,PE
52125,recife,PE
52130,recife,PE
52131,recife,PE
52140,recife,PE
52150,recife,PE
52160,recife,PE
52165,recife,PE
52170,recife,PE
52171,recife,PE
52190,recife,PE
52191,recife,PE
52210,recife,PE
52211,recife,PE
52221,recife,PE
52280,recife,PE
52290,recife,PE
52291,recife,PE
52390,recife,PE
52490,recife,PE
53010,olinda,PE
53012,natal,RN
53020,olinda,PE
53025,olinda,PE
53030,olinda,PE
53040,olinda,PE
53050,olinda,PE
53060,olinda,PE
53070,olinda,PE
53080,olinda,PE
53090,olinda,PE
53110,olinda,PE
53120,olinda,PE
53130,olinda,PE
53140,olinda,PE
53150,olinda,PE
53160,olinda,PE
53170,olinda,PE
53180,olinda,PE
53190,olinda,PE
53210,olinda,PE
53220,olinda,PE
53230,olinda,PE
53240,olinda,PE
53250,olinda,PE
53260,olinda,PE
53270,olinda,PE
53280,olinda,PE
53290,olinda,PE
53300,olinda,PE
53320,olinda,PE
53330,olinda,PE
53350,olinda,PE
53360,olinda,PE
53370,olinda,PE
53401,paulista,PE
53402,paulista,PE
53403,paulista,PE
53404,paulista,PE
53405,paulista,PE
53407,paulista,PE
53409,paulista,PE
53413,paulista,PE
53415,paulista,PE
53416,paulista,PE
53417,paulista,PE
53421,paulista,PE
53422,paulista,PE
53423,paulista,PE
53425,paulista,PE
53427,paulista,PE
53429,paulista,PE
53431,paulista,PE
53433,paulista,PE
53435,paulista,PE
53437,paulista,PE
53439,paulista,PE
53441,paulista,PE
53442,paulista,PE
53443,paulista,PE
53444,paulista,PE
53510,abreu e lima,PE
53520,abreu e lima,PE
53525,abreu e lima,PE
53530,abreu e lima,PE
53540,abreu e lima,PE
53545,abreu e lima,PE
53550,abreu e lima,PE
53560,abreu e lima,PE
53565,abreu e lima,PE
53570,abreu e lima,PE
53580,abreu e lima,PE
53585,abreu e lima,PE
53605,igarassu,PE
53610,igarassu,PE
53615,igarassu,PE
53620,igarassu,PE
53625,igarassu,PE
53630,igarassu,PE
53635,igarassu,PE
53637,igarassu,PE
53640,igarassu,PE
53645,igarassu,PE
53650,igarassu,PE
53690,aracoiaba,PE
53700,itapissuma,PE
53900,ilha de itamaraca,PE
53990,fernando de noronha,PE
54070,jaboatao dos guararapes,PE
54080,jaboatao dos guararapes,PE
54090,jaboatao dos guararapes,PE
54100,jaboatao dos guararapes,PE
54110,jaboatao dos guararapes,PE
54120,jaboatao dos guararapes,PE
54140,jaboatao dos guararapes,PE
54150,jaboatao dos guararapes,PE
54160,jaboatao dos guararapes,PE
54170,jaboatao dos guararapes,PE
54210,jaboatão dos guararapes,PE
54220,jaboatao dos guararapes,PE
54230,jaboatao dos guararapes,PE
54240,jaboatão dos guararapes,PE
54245,jaboatao dos guararapes,PE
54250,jaboatao dos guararapes,PE
54260,jaboatao dos guararapes,PE
54270,jaboatao dos guararapes,PE
54275,jaboatao dos guararapes,PE
54280,jaboatão dos guararapes,PE
54290,jaboatao dos guararapes,PE
54300,jaboatao dos guararapes,PE
54310,jaboatao dos guararapes,PE
54315,jaboatao dos guararapes,PE
54320,jaboatao dos guararapes,PE
54325,jaboatao dos guararapes,PE
54330,jaboatao dos guararapes,PE
54335,jaboatao dos guararapes,PE
54340,jaboatão dos guararapes,PE
54345,jaboatao dos guararapes,PE
54350,jaboatao dos guararapes,PE
54352,jaboatao dos guararapes,PE
54353,jaboatão dos guararapes,PE
54360,jaboatao dos guararapes,PE
54365,jaboatao dos guararapes,PE
54368,jaboatao dos guararapes,PE
54400,jaboatao dos guararapes,PE
54410,jaboatao dos guararapes,PE
54420,jaboatao dos guararapes,PE
54430,jaboatao dos guararapes,PE
54440,jaboatao dos guararapes,PE
54450,jaboatao dos guararapes,PE
54460,jaboatao dos guararapes,PE
54470,jaboatao dos guararapes,PE
54490,jaboatao dos guararapes,PE
54500,cabo de santo agostinho,PE
54505,cabo de santo agostinho,PE
54510,cabo de santo agostinho,PE
54515,cabo de santo agostinho,PE
54517,cabo de santo agostinho,PE
54520,cabo de santo agostinho,PE
54522,cabo de santo agostinho,PE
54525,cabo de santo agostinho,PE
54530,cabo de santo agostinho,PE
54535,cabo de santo agostinho,PE
54580,cabo de santo agostinho,PE
54589,cabo de santo agostinho,PE
54590,santo agostinho,PE
54700,são lourenço da mata,PE
54705,sao lourenco da mata,PE
54710,sao lourenco da mata,PE
54715,sao lourenco da mata,PE
54720,sao lourenco da mata,PE
54725,sao lourenco da mata,PE
54727,sao lourenco da mata,PE
54730,sao lourenco da mata,PE
54733,são lourenço da mata,PE
54735,sao lourenco da mata,PE
54737,sao lourenco da mata,PE
54740,sao lourenco da mata,PE
54749,sao lourenco da mata,PE
54753,camaragibe,PE
54756,camaragibe,PE
54758,camaragibe,PE
54759,camaragibe,PE
54762,camaragibe,PE
54765,camaragibe,PE
54766,camaragibe,PE
54767,camaragibe,PE
54768,camaragibe,PE
54771,camaragibe,PE
54774,camaragibe,PE
54777,camaragibe,PE
54783,camaragibe,PE
54786,camaragibe,PE
54789,camaragibe,PE
54792,camaragibe,PE
54800,moreno,PE
55002,caruaru,PE
55004,caruaru,PE
55006,caruaru,PE
55008,caruaru,PE
55010,caruaru,PE
55012,caruaru,PE
55014,caruaru,PE
55016,caruaru,PE
55018,caruaru,PE
55019,caruaru,PE
55020,caruaru,PE
55021,caruaru,PE
55022,caruaru,PE
55024,caruaru,PE
55026,caruaru,PE
55027,caruaru,PE
55028,caruaru,PE
55030,caruaru,PE
55031,caruaru,PE
55032,caruaru,PE
55034,caruaru,PE
55036,caruaru,PE
55038,caruaru,PE
55040,caruaru,PE
55042,caruaru,PE
55044,caruaru,PE
55120,riacho das almas,PE
55125,toritama,PE
55130,sao caitano,PE
55140,tacaimbo,PE
55150,belo jardim,PE
55152,belo jardim,PE
55153,belo jardim,PE
55154,belo jardim,PE
55155,belo jardim,PE
55156,belo jardim,PE
55157,belo jardim,PE
55158,belo jardim,PE
55160,serra do vento,PE
55168,água fria,PE
55170,brejo da madre de deus,PE
55175,fazenda nova,PE
55178,sao domingos,PE
55180,jatauba,PE
55190,santa cruz do capibaribe,PE
55191,santa cruz do capibaribe,PE
55192,santa cruz do capibaribe,PE
55194,santa cruz do capibaribe,PE
55195,santa cruz do capibaribe,PE
55199,santa cruz do capibaribe,PE
55200,pesqueira,PE
55240,poção,PE
55250,sanharo,PE
55260,alagoinha,PE
55265,perpétuo socorro,PE
55270,venturosa,PE
55280,pedra,PE
55290,garanhuns,PE
55291,garanhuns,PE
55292,garanhuns,PE
55293,garanhuns,PE
55294,garanhuns,PE
55295,garanhuns,PE
55296,garanhuns,PE
55297,garanhuns,PE
55298,garanhuns,PE
55299,garanhuns,PE
55302,sao pedro,PE
55305,terezinha,PE
55310,palmeirina,PE
55315,correntes,PE
55320,lagoa do ouro,PE
55325,brejão,PE
55330,bom conselho,PE
55334,rainha isabel,PE
55340,aguas belas,PE
55345,iati,PE
55350,saloá,PE
55355,paranatama,PE
55360,caetés,PE
55365,capoeiras,PE
55370,sao bento do una,PE
55375,calcado,PE
55380,cachoeirinha,PE
55385,lajedo,PE
55390,ibirajuba,PE
55395,jupi,PE
55398,jucati,PE
55400,catende,PE
55402,laje grande,PE
55405,maraial,PE
55409,jaqueira,PE
55410,sao benedito do sul,PE
55415,quipapa,PE
55420,canhotinho,PE
55430,angelim,PE
55435,sao joao,PE
55440,belem de maria,PE
55445,batateira,PE
55450,lagoa dos gatos,PE
55460,cupira,PE
55470,panelas,PE
55473,panelas,PE
55480,jurema,PE
55485,santo antonio das queimadas,PE
55490,altinho,PE
55495,agrestina,PE
55500,escada,PE
55510,primavera,PE
55515,amaraji,PE
55520,ribeirão,PE
55525,cortes,PE
55530,gameleira,PE
55535,joaquim nabuco,PE
55540,palmares,PE
55550,água preta,PE
55555,xexeu,PE
55560,barreiros,PE
55565,sao jose da coroa grande,PE
55570,rio formoso,PE
55578,tamandare,PE
55580,sirinhaem,PE
55590,ipojuca,PE
55592,nossa senhora do ó,PE
55595,camela,PE
55600,vitoria de santo antao,PE
55602,vitoria de santo antao,PE
55604,vitoria de santo antao,PE
55605,vitoria de santo antao,PE
55606,vitória de santo antão,PE
55608,vitoria de santo antao,PE
55610,vitória de santo antão,PE
55612,vitoria de santo antao,PE
55614,vitoria de santo antao,PE
55618,pirituba,PE
55620,gloria do goita,PE
55630,pombos,PE
55636,cha grande,PE
55640,gravata,PE
55641,gravata,PE
55642,gravata,PE
55643,gravata,PE
55644,gravata,PE
55645,gravatá,PE
55650,passira,PE
55655,cumaru,PE
55660,bezerros,PE
55665,camocim de sao felix,PE
55670,são joaquim do monte,PE
55675,salgadinho,PE
55680,bonito,PE
55690,barra de guabiraba,PE
55695,sairé,PE
55700,limoeiro,PE
55715,feira nova,PE
55720,joao alfredo,PE
55730,bom jardim,PE
55735,bizarra,PE
55740,machados,PE
55745,orobo,PE
55750,surubim,PE
55755,casinhas,PE
55760,vertente do lerio,PE
55765,santa maria do cambuca,PE
55770,vertentes,PE
55780,frei miguelinho,PE
55790,taquaritinga do norte,PE
55800,nazare da mata,PE
55805,tracunhaem,PE
55811,carpina,PE
55813,carpina,PE
55814,carpina,PE
55815,carpina,PE
55816,carpina,PE
55817,carpina,PE
55818,carpina,PE
55819,carpina,PE
55820,lagoa do carro,PE
55825,paudalho,PE
55835,cha de alegria,PE
55840,lagoa do itaenga,PE
55845,buenos aires,PE
55850,vicencia,PE
55860,sao vicente ferrer,PE
55863,siriji,PE
55865,macaparana,PE
55870,timbauba,PE
55880,ferreiros,PE
55890,alianca,PE
55900,goiana,PE
55920,itambe,PE
55930,camutanga,PE
55940,condado,PE
55950,itaquitinga,PE
56000,salgueiro,PE
56120,verdejante,PE
56130,cedro,PE
56140,serrita,PE
56150,moreilandia,PE
56160,granito,PE
56163,parnamirim,PE
56170,oroco,PE
56180,cabrobo,PE
56190,terra nova,PE
56200,ouricuri,PE
56210,santa filomena,PE
56215,santa cruz,PE
56220,bodocó,PE
56230,exu,PE
56250,trindade,PE
56260,ipubi,PE
56280,araripina,PE
56302,petrolina,PE
56304,petrolina,PE
56306,petrolina,PE
56308,petrolina,PE
56309,petrolina,PE
56310,petrolina,PE
56312,petrolina,PE
56313,petrolina,PE
56314,petrolina,PE
56316,petrolina,PE
56317,petrolina,PE
56318,petrolina,PE
56319,petrolina,PE
56320,petrolina,PE
56321,petrolina,PE
56322,petrolina,PE
56323,petrolina,PE
56326,petrolina,PE
56327,petrolina,PE
56328,petrolina,PE
56330,petrolina,PE
56331,petrolina,PE
56332,petrolina,PE
56345,rajada,PE
56355,dormentes,PE
56360,afrânio,PE
56380,santa maria da boa vista,PE
56395,lagoa grande,PE
56400,floresta,PE
56420,carnaubeira da penha,PE
56430,itacuruba,PE
56440,belém do são francisco,PE
56460,petrolandia,PE
56470,jatoba,PE
56480,tacaratu,PE
56485,tacaratu,PE
56502,arcoverde,PE
56503,arcoverde,PE
56504,arcoverde,PE
56505,arcoverde,PE
56506,arcoverde,PE
56509,arcoverde,PE
56510,arcoverde,PE
56511,arcoverde,PE
56512,arcoverde,PE
56515,arcoverde,PE
56516,arcoverde,PE
56517,arcoverde,PE
56519,arcoverde,PE
56520,buique,PE
56540,tupanatinga,PE
56550,itaíba,PE
56560,inajá,PE
56565,manari,PE
56580,ibimirim,PE
56600,sertania,PE
56640,custodia,PE
56670,betânia,PE
56700,sao jose do egito,PE
56720,itapetim,PE
56740,brejinho,PE
56750,santa terezinha,PE
56760,tuparetama,PE
56780,tabira,PE
56795,solidao,PE
56800,afogados da ingazeira,PE
56820,caraiba,PE
56825,ibitiranga,PE
56828,quixada,PE
56830,ingazeira,PE
56840,iguaraci,PE
56848,jabitaca,PE
56850,flores,PE
56870,triunfo,PE
56895,santa cruz da baixa verde,PE
56903,serra talhada,PE
56906,serra talhada,PE
56909,serra talhada,PE
56912,serra talhada,PE
56915,serra talhada,PE
56930,calumbi,PE
56950,sao jose do belmonte,PE
56980,mirandiba,PE
57000,maceió,AL
57010,maceió,AL
57014,maceió,AL
57015,maceio,AL
57017,maceio,AL
57018,maceio,AL
57020,maceio,AL
57022,maceio,AL
57025,maceio,AL
57030,maceio,AL
57031,maceio,AL
57035,maceio,AL
57036,maceio,AL
57037,maceio,AL
57038,maceio,AL
57039,maceio,AL
57040,maceio,AL
57041,maceio,AL
57042,maceio,AL
57043,maceio,AL
57044,maceio,AL
57045,maceio,AL
